,TIPO_MOVIMENTO,TIPMOV,GRUPO,TOP,NRO_UNICO,NUNOTA,SEQUENCIA,NUNOTA_SEQ_ORIG,NUMNOTA_PED_ORIG,NUMNOTA,DIF_DIAS,DT_REL,DTNEG,DT_PREVENT,DTFATUR_PED,DT_ENT_ESTOQUE,CODPROD,REFERENCIA,DESCRPROD,CONTROLE,VLRMOEDA,MOEDA,QTD_NEG,QTD_ENTREGUE,QTD_PENDENTE,VLRUNITDOLAR,VLRTOT_NEG,VLRTOT_DOLAR,VLRTOT_ENTREGUE,VLRTOT_PENDENTE,REPRESENTADA,FAMILIA_PRODUTO,GRUPO_PRODUTO,FGCOLOR,DTVENC_FINAL,OBSERVACAO
2717,C-Compra,C-Compra,INTERNACIONAIS,1706 - COMPRA - REVENDA SAVIXX,84643.0,101177,5,84643 / 16,8119,55773,0,2023-07-27,2023-09-28 00:00:00,2023-09-28,2023-07-27,,3134,070.0132,STRIPKOTE EHR.,SW1H3F0631R01,4.9717,USD,562.0,562.0,0.0,3.11,1747.82,1747.82,1747.82,0.0,SAPPI,Papel  release,STRIPKOTE EHR.,#4169E1,2024-01-26,8119/23 SAPPI ; OC: 700035051 ;  DI:  23/1911339-7 ; DANFE: 55773 ROMANEIO DE RECEBIMENTO Nr. 685446
2718,C-Compra,C-Compra,INTERNACIONAIS,1706 - COMPRA - REVENDA SAVIXX,84643.0,101177,6,84643 / 8,8119,55773,0,2023-07-27,2023-09-28 00:00:00,2023-09-28,2023-07-27,,3618,070.0139,STRIPKOTE BOR SUPERMAT,SW1H3E1720R01,4.9717,USD,533.0,533.0,0.0,4.45,2371.85,2371.85,2371.85,0.0,SAPPI,Papel  release,STRIPKOTE BOR SUPERMAT,#4169E1,2024-01-26,8119/23 SAPPI ; OC: 700035051 ;  DI:  23/1911339-7 ; DANFE: 55773 ROMANEIO DE RECEBIMENTO Nr. 685446
2719,C-Compra,C-Compra,INTERNACIONAIS,1706 - COMPRA - REVENDA SAVIXX,84643.0,101177,25,84643 / 18,8119,55773,0,2023-07-27,2023-09-28 00:00:00,2023-09-28,2023-07-27,,668,070.0009,STRIPKOTE EHR NEW SEVILLE (RE),SW1J3F1907R01,4.9717,USD,553.0,553.0,0.0,4.68,2588.04,2588.04,2588.04,0.0,SAPPI,Papel  release,STRIPKOTE EHR NEW SEVILLE,#4169E1,2024-01-26,8119/23 SAPPI ; OC: 700035051 ;  DI:  23/1911339-7 ; DANFE: 55773 ROMANEIO DE RECEBIMENTO Nr. 685446
2720,C-Compra,C-Compra,INTERNACIONAIS,1706 - COMPRA - REVENDA SAVIXX,84643.0,101177,26,84643 / 20,8119,55773,0,2023-07-27,2023-09-28 00:00:00,2023-09-28,2023-07-27,,668,070.0009,STRIPKOTE EHR NEW SEVILLE (RE),SW1J3F1903R01,4.9717,USD,603.0,603.0,0.0,4.68,2822.04,2822.04,2822.04,0.0,SAPPI,Papel  release,STRIPKOTE EHR NEW SEVILLE,#4169E1,2024-01-26,8119/23 SAPPI ; OC: 700035051 ;  DI:  23/1911339-7 ; DANFE: 55773 ROMANEIO DE RECEBIMENTO Nr. 685446
2721,C-Compra,C-Compra,INTERNACIONAIS,1706 - COMPRA - REVENDA SAVIXX,84643.0,101177,27,84643 / 20,8119,55773,0,2023-07-27,2023-09-28 00:00:00,2023-09-28,2023-07-27,,668,070.0009,STRIPKOTE EHR NEW SEVILLE (RE),SW1J3F1904R01,4.9717,USD,594.0,594.0,0.0,4.68,2779.92,2779.92,2779.92,0.0,SAPPI,Papel  release,STRIPKOTE EHR NEW SEVILLE,#4169E1,2024-01-26,8119/23 SAPPI ; OC: 700035051 ;  DI:  23/1911339-7 ; DANFE: 55773 ROMANEIO DE RECEBIMENTO Nr. 685446
2722,C-Compra,C-Compra,INTERNACIONAIS,1706 - COMPRA - REVENDA SAVIXX,84643.0,101177,28,84643 / 21,8119,55773,0,2023-07-27,2023-09-28 00:00:00,2023-09-28,2023-07-27,,668,070.0009,STRIPKOTE EHR NEW SEVILLE (RE),SW1J3F1905R02,4.9717,USD,591.0,591.0,0.0,4.68,2765.88,2765.88,2765.88,0.0,SAPPI,Papel  release,STRIPKOTE EHR NEW SEVILLE,#4169E1,2024-01-26,8119/23 SAPPI ; OC: 700035051 ;  DI:  23/1911339-7 ; DANFE: 55773 ROMANEIO DE RECEBIMENTO Nr. 685446
2723,C-Compra,C-Compra,INTERNACIONAIS,1706 - COMPRA - REVENDA SAVIXX,84643.0,101177,29,84643 / 23,8119,55773,0,2023-07-27,2023-09-28 00:00:00,2023-09-28,2023-07-27,,668,070.0009,STRIPKOTE EHR NEW SEVILLE (RE),SW1J3F1906R01,4.9717,USD,552.0,552.0,0.0,4.68,2583.36,2583.36,2583.36,0.0,SAPPI,Papel  release,STRIPKOTE EHR NEW SEVILLE,#4169E1,2024-01-26,8119/23 SAPPI ; OC: 700035051 ;  DI:  23/1911339-7 ; DANFE: 55773 ROMANEIO DE RECEBIMENTO Nr. 685446
2724,C-Compra,C-Compra,INTERNACIONAIS,1706 - COMPRA - REVENDA SAVIXX,84643.0,101177,30,84643 / 24,8119,55773,0,2023-07-27,2023-09-28 00:00:00,2023-09-28,2023-07-27,,668,070.0009,STRIPKOTE EHR NEW SEVILLE (RE),SW1J3F1603R01,4.9717,USD,592.0,592.0,0.0,4.68,2770.56,2770.56,2770.56,0.0,SAPPI,Papel  release,STRIPKOTE EHR NEW SEVILLE,#4169E1,2024-01-26,8119/23 SAPPI ; OC: 700035051 ;  DI:  23/1911339-7 ; DANFE: 55773 ROMANEIO DE RECEBIMENTO Nr. 685446
2725,C-Compra,C-Compra,INTERNACIONAIS,1706 - COMPRA - REVENDA SAVIXX,84643.0,101177,31,84643 / 25,8119,55773,0,2023-07-27,2023-09-28 00:00:00,2023-09-28,2023-07-27,,668,070.0009,STRIPKOTE EHR NEW SEVILLE (RE),SW1J3F1901R02,4.9717,USD,596.0,596.0,0.0,4.68,2789.28,2789.28,2789.28,0.0,SAPPI,Papel  release,STRIPKOTE EHR NEW SEVILLE,#4169E1,2024-01-26,8119/23 SAPPI ; OC: 700035051 ;  DI:  23/1911339-7 ; DANFE: 55773 ROMANEIO DE RECEBIMENTO Nr. 685446
2726,C-Compra,C-Compra,INTERNACIONAIS,1706 - COMPRA - REVENDA SAVIXX,84643.0,101177,32,84643 / 22,8119,55773,0,2023-07-27,2023-09-28 00:00:00,2023-09-28,2023-07-27,,668,070.0009,STRIPKOTE EHR NEW SEVILLE (RE),SW1J3F1905R01,4.9717,USD,593.0,593.0,0.0,4.68,2775.24,2775.24,2775.24,0.0,SAPPI,Papel  release,STRIPKOTE EHR NEW SEVILLE,#4169E1,2024-01-26,8119/23 SAPPI ; OC: 700035051 ;  DI:  23/1911339-7 ; DANFE: 55773 ROMANEIO DE RECEBIMENTO Nr. 685446
2727,C-Compra,C-Compra,INTERNACIONAIS,1706 - COMPRA - REVENDA SAVIXX,84643.0,101177,33,84643 / 14,8119,55773,0,2023-07-27,2023-09-28 00:00:00,2023-09-28,2023-07-27,,9056,070.0207,U/C VIVA ARID AIRES,SW1A2L1710U04,4.9717,USD,498.0,498.0,0.0,11.72,5836.56,5836.56,5836.56,0.0,SAPPI,SEM FAMÍLIA,U/C VIVA ARID AIRES,#4169E1,2024-01-26,8119/23 SAPPI ; OC: 700035051 ;  DI:  23/1911339-7 ; DANFE: 55773 ROMANEIO DE RECEBIMENTO Nr. 685446
2728,C-Compra,C-Compra,INTERNACIONAIS,1706 - COMPRA - REVENDA SAVIXX,84643.0,101177,34,84643 / 13,8119,55773,0,2023-07-27,2023-09-28 00:00:00,2023-09-28,2023-07-27,,6519,070.0181,U/C VIVA MOKKA,SW1D3E3102S01,4.9717,USD,518.0,518.0,0.0,8.5,4403.0,4403.0,4403.0,0.0,SAPPI,Papel  release ultracast,ULTRACAST UNIVERSAL MOKKA,#4169E1,2024-01-26,8119/23 SAPPI ; OC: 700035051 ;  DI:  23/1911339-7 ; DANFE: 55773 ROMANEIO DE RECEBIMENTO Nr. 685446
2729,C-Compra,C-Compra,INTERNACIONAIS,1706 - COMPRA - REVENDA SAVIXX,84643.0,101177,35,84643 / 13,8119,55773,0,2023-07-27,2023-09-28 00:00:00,2023-09-28,2023-07-27,,6519,070.0181,U/C VIVA MOKKA,SW1D3E3102S02,4.9717,USD,518.0,518.0,0.0,8.5,4403.0,4403.0,4403.0,0.0,SAPPI,Papel  release ultracast,ULTRACAST UNIVERSAL MOKKA,#4169E1,2024-01-26,8119/23 SAPPI ; OC: 700035051 ;  DI:  23/1911339-7 ; DANFE: 55773 ROMANEIO DE RECEBIMENTO Nr. 685446
2730,C-Compra,C-Compra,INTERNACIONAIS,1706 - COMPRA - REVENDA SAVIXX,84643.0,101177,36,84643 / 7,8119,55773,0,2023-07-27,2023-09-28 00:00:00,2023-09-28,2023-07-27,,6519,070.0181,U/C VIVA MOKKA,SW1D3E3102S03,4.9717,USD,518.0,518.0,0.0,8.5,4403.0,4403.0,4403.0,0.0,SAPPI,Papel  release ultracast,ULTRACAST UNIVERSAL MOKKA,#4169E1,2024-01-26,8119/23 SAPPI ; OC: 700035051 ;  DI:  23/1911339-7 ; DANFE: 55773 ROMANEIO DE RECEBIMENTO Nr. 685446
2731,C-Compra,C-Compra,INTERNACIONAIS,1706 - COMPRA - REVENDA SAVIXX,84643.0,101177,37,84643 / 16,8119,55773,0,2023-07-27,2023-09-28 00:00:00,2023-09-28,2023-07-27,,3134,070.0132,STRIPKOTE EHR.,SW1H3F0620R03,4.9717,USD,568.0,568.0,0.0,3.11,1766.48,1766.48,1766.48,0.0,SAPPI,Papel  release,STRIPKOTE EHR.,#4169E1,2024-01-26,8119/23 SAPPI ; OC: 700035051 ;  DI:  23/1911339-7 ; DANFE: 55773 ROMANEIO DE RECEBIMENTO Nr. 685446
2732,C-Compra,C-Compra,INTERNACIONAIS,1706 - COMPRA - REVENDA SAVIXX,84643.0,101177,38,84643 / 4,8119,55773,0,2023-07-27,2023-09-28 00:00:00,2023-09-28,2023-07-27,,3134,070.0132,STRIPKOTE EHR.,SW1H3F0628R03,4.9717,USD,565.0,565.0,0.0,3.11,1757.15,1757.15,1757.15,0.0,SAPPI,Papel  release,STRIPKOTE EHR.,#4169E1,2024-01-26,8119/23 SAPPI ; OC: 700035051 ;  DI:  23/1911339-7 ; DANFE: 55773 ROMANEIO DE RECEBIMENTO Nr. 685446
2733,C-Compra,C-Compra,INTERNACIONAIS,1706 - COMPRA - REVENDA SAVIXX,84643.0,101177,39,84643 / 4,8119,55773,0,2023-07-27,2023-09-28 00:00:00,2023-09-28,2023-07-27,,3134,070.0132,STRIPKOTE EHR.,SW1H3F0631R02,4.9717,USD,568.0,568.0,0.0,3.11,1766.48,1766.48,1766.48,0.0,SAPPI,Papel  release,STRIPKOTE EHR.,#4169E1,2024-01-26,8119/23 SAPPI ; OC: 700035051 ;  DI:  23/1911339-7 ; DANFE: 55773 ROMANEIO DE RECEBIMENTO Nr. 685446
2734,C-Compra,C-Compra,INTERNACIONAIS,1706 - COMPRA - REVENDA SAVIXX,84643.0,101177,40,84643 / 10,8119,55773,0,2023-07-27,2023-09-28 00:00:00,2023-09-28,2023-07-27,,3618,070.0139,STRIPKOTE BOR SUPERMAT,SW1H3E1719R02,4.9717,USD,528.0,528.0,0.0,4.45,2349.6,2349.6,2349.6,0.0,SAPPI,Papel  release,STRIPKOTE BOR SUPERMAT,#4169E1,2024-01-26,8119/23 SAPPI ; OC: 700035051 ;  DI:  23/1911339-7 ; DANFE: 55773 ROMANEIO DE RECEBIMENTO Nr. 685446
2735,C-Compra,C-Compra,INTERNACIONAIS,1706 - COMPRA - REVENDA SAVIXX,84643.0,101177,41,84643 / 6,8119,55773,0,2023-07-27,2023-09-28 00:00:00,2023-09-28,2023-07-27,,3618,070.0139,STRIPKOTE BOR SUPERMAT,SW1H3E1720R02,4.9717,USD,529.0,529.0,0.0,4.45,2354.05,2354.05,2354.05,0.0,SAPPI,Papel  release,STRIPKOTE BOR SUPERMAT,#4169E1,2024-01-26,8119/23 SAPPI ; OC: 700035051 ;  DI:  23/1911339-7 ; DANFE: 55773 ROMANEIO DE RECEBIMENTO Nr. 685446
2736,C-Compra,C-Compra,INTERNACIONAIS,1706 - COMPRA - REVENDA SAVIXX,84643.0,101177,42,84643 / 9,8119,55773,0,2023-07-27,2023-09-28 00:00:00,2023-09-28,2023-07-27,,3618,070.0139,STRIPKOTE BOR SUPERMAT,SW1H3E1719R01,4.9717,USD,530.0,530.0,0.0,4.45,2358.5,2358.5,2358.5,0.0,SAPPI,Papel  release,STRIPKOTE BOR SUPERMAT,#4169E1,2024-01-26,8119/23 SAPPI ; OC: 700035051 ;  DI:  23/1911339-7 ; DANFE: 55773 ROMANEIO DE RECEBIMENTO Nr. 685446
2737,C-Compra,C-Compra,NACIONAIS,214 - COMPRA - MATÉRIA PRIMA,100834.0,101268,1,100834 / 1,8158,6822,0,2023-09-26,2023-09-26 11:27:00,2023-09-26,2023-09-26,2023-10-02,9588,137.0006,HIBISCO - 10KG SOLUVEL,7982,4.9606,USD,20.0,20.0,0.0,9.88,197.6,197.6,197.6,0.0,HERBALTEC,Extrato,HIBISCO (SOLÚVEL),#4169E1,2023-10-26,8158/22 HEBALTEC - SETEMBRO/23 ; DANFE: 000.006.822 ; PEDIDO: 002638
2738,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,101263.0,101593,1,101263 / 1,8102,60416,0,2023-09-29,2023-09-29 00:00:00,2023-09-29,2023-09-29,,1638,001.0055,CARBOPOL ULTREZ 20 - 20KG,0000177457,5.0475,USD,260.0,260.0,0.0,22.09,5743.4,5743.4,5743.4,0.0,LUBRIZOL,Polímeros em Pó,CARBOPOL ULTREZ 20,#4169E1,2023-11-28,8102/23 - AGOSTO/23 ; DANFE: 60416 ;ROMANEIO DE RECEBIMENTO Nr. 685815
2739,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,101371.0,101598,1,101371 / 2,8102,60429,0,2023-09-29,2023-09-29 00:00:00,2023-09-29,2023-09-29,,1638,001.0055,CARBOPOL ULTREZ 20 - 20KG,0102525652,5.0475,USD,19.0,19.0,0.0,13.25,251.75,251.75,251.75,0.0,LUBRIZOL,Polímeros em Pó,CARBOPOL ULTREZ 20,#4169E1,2023-11-28,8102/23 - AGOSTO/23 ; DANFE: 60429 ;ROMANEIO DE RECEBIMENTO Nr. 685816
2740,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,101371.0,101598,3,101371 / 1,8102,60429,0,2023-09-29,2023-09-29 00:00:00,2023-09-29,2023-09-29,,1638,001.0055,CARBOPOL ULTREZ 20 - 20KG,0102525653,5.0475,USD,19.0,19.0,0.0,13.25,251.75,251.75,251.75,0.0,LUBRIZOL,Polímeros em Pó,CARBOPOL ULTREZ 20,#4169E1,2023-11-28,8102/23 - AGOSTO/23 ; DANFE: 60429 ;ROMANEIO DE RECEBIMENTO Nr. 685816
2741,C-Compra,C-Compra,INTERNACIONAIS,1706 - COMPRA - REVENDA SAVIXX,99285.0,101707,1,99285 / 1,1437,55794,0,2023-09-20,2023-09-29 00:00:00,2023-09-29,2023-09-20,,9056,070.0207,U/C VIVA ARID AIRES,SW1A3G1904S02,5.0289,USD,522.0,522.0,0.0,11.72,6117.84,6117.84,6117.84,0.0,SAPPI,SEM FAMÍLIA,U/C VIVA ARID AIRES,#4169E1,2023-12-28,1437/23 SAPPI DI: 23/1922653-1 ; DANFE: 55794 ROMANEIO DE RECEBIMENTO Nr. 686133
2742,C-Compra,C-Compra,INTERNACIONAIS,1706 - COMPRA - REVENDA SAVIXX,82072.0,101831,1,82072 / 1,8106,55828,0,2023-07-13,2023-10-03 00:00:00,2023-10-03,2023-07-13,,6537,089.0010,TREHA - GRAU AGRO - 20KG,3E211,5.0475,USD,8000.0,8000.0,0.0,4.2,33600.0,33600.0,33600.0,0.0,NAGASE AGRO,Ingrediente multifuncional natural,TREHA   GRAU AGRO,#4169E1,2023-12-02,"8106/23  DANFE: 55828
 DI: 23/1930438-9 DE: 02/10/2023.ROMANEIO DE RECEBIMENTO Nr. 686328"
2743,C-Compra,C-Compra,INTERNACIONAIS,1706 - COMPRA - REVENDA SAVIXX,82072.0,101831,2,82072 / 2,8106,55828,0,2023-07-13,2023-10-03 00:00:00,2023-10-03,2023-07-13,,3110,089.0007,TREHA - GRAU ALIMENTICIO - 20KG,3E221,5.0475,USD,8000.0,8000.0,0.0,3.32,26560.0,26560.0,26560.0,0.0,NAGASE ALIMENTICIO,Ingrediente multifuncional natural,TREHA GRAU ALIMENTÍCIO,#4169E1,2023-12-02,"8106/23  DANFE: 55828
 DI: 23/1930438-9 DE: 02/10/2023.ROMANEIO DE RECEBIMENTO Nr. 686328"
2744,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,102051.0,102141,1,102051 / 1,8102,14022,0,2023-10-04,2023-10-04 00:00:00,2023-10-04,2023-10-04,,3527,001.0176,CARBOPOL CLEAR - 20KG,0000172275,5.11,USD,120.0,120.0,0.0,11.0,1320.0,1320.0,1320.0,0.0,LUBRIZOL,Polímeros em Pó,CARBOPOL CLEAR,#4169E1,2023-12-03,8102/23 - AGOSTO/23 ; DANFE: 14022 ;ROMANEIO DE RECEBIMENTO Nr. 686611
2745,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,102051.0,102141,3,102051 / 1,8102,14022,0,2023-10-04,2023-10-04 00:00:00,2023-10-04,2023-10-04,,3527,001.0176,CARBOPOL CLEAR - 20KG,0000172276,5.11,USD,980.0,980.0,0.0,11.0,10780.0,10780.0,10780.0,0.0,LUBRIZOL,Polímeros em Pó,CARBOPOL CLEAR,#4169E1,2023-12-03,8102/23 - AGOSTO/23 ; DANFE: 14022 ;ROMANEIO DE RECEBIMENTO Nr. 686611
2746,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,102088.0,102145,1,102088 / 2,8116,14027,0,2023-10-04,2023-10-04 00:00:00,2023-10-04,2023-10-04,,11,001.0045,CARBOPOL ULTREZ 21 - 20KG,0000169058,5.11,USD,780.0,780.0,0.0,22.09,17230.2,17230.2,17230.2,0.0,LUBRIZOL,Polímeros em Pó,CARBOPOL ULTREZ 21,#4169E1,2023-12-03,8116/23 - OUTUBRO/23 ; DANFE: 14027 ;ROMANEIO DE RECEBIMENTO Nr. 686600
2747,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,102088.0,102145,3,102088 / 2,8116,14027,0,2023-10-04,2023-10-04 00:00:00,2023-10-04,2023-10-04,,11,001.0045,CARBOPOL ULTREZ 21 - 20KG,0000169059,5.11,USD,20.0,20.0,0.0,22.09,441.8,441.8,441.8,0.0,LUBRIZOL,Polímeros em Pó,CARBOPOL ULTREZ 21,#4169E1,2023-12-03,8116/23 - OUTUBRO/23 ; DANFE: 14027 ;ROMANEIO DE RECEBIMENTO Nr. 686600
2748,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,102048.0,102146,1,102048 / 1,8116,14030,0,2023-10-04,2023-10-04 00:00:00,2023-10-04,2023-10-04,,4678,001.0230,SENSOMER 10M - 25KG,220907S1,5.11,USD,50.0,50.0,0.0,40.66,2033.0,2033.0,2033.0,0.0,LUBRIZOL,Polímeros Condicionantes,SENSOMER 10M,#4169E1,2023-12-03,8116/23 - OUTUBRO/23 ; DANFE: 14030 ;ROMANEIO DE RECEBIMENTO Nr. 686596
2749,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,102085.0,102150,1,102085 / 1,8103,14023,0,2023-10-04,2023-10-04 00:00:00,2023-10-04,2023-10-04,,3527,001.0176,CARBOPOL CLEAR - 20KG,0000172276,5.11,USD,1100.0,1100.0,0.0,11.0,12100.0,12100.0,12100.0,0.0,LUBRIZOL,Polímeros em Pó,CARBOPOL CLEAR,#4169E1,2023-12-03,8103/23 - SETEMBRO/23 ; DANFE :14023ROMANEIO DE RECEBIMENTO Nr. 686601
2750,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,102097.0,102152,1,102097 / 1,8116,14033,0,2023-10-04,2023-10-04 00:00:00,2023-10-04,2023-10-04,,7214,001.0382,"CARBOPOL AQUA SF-1 (P) - 217,70KG",0102639218,5.11,USD,1088.5,1088.5,0.0,2.52,2743.02,2743.02,2743.02,0.0,LUBRIZOL,Polímeros Líquidos,CARBOPOL AQUA SF-1 NAC (P),#4169E1,2023-12-03,8116/23 - OUTUBRO/23 ; DANFE: 14033 ;ROMANEIO DE RECEBIMENTO Nr. 686594
2751,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,102087.0,102155,1,102087 / 1,8116,14025,0,2023-10-04,2023-10-04 00:00:00,2023-10-04,2023-10-04,,71,001.0004,CARBOPOL ETD 2020 - 20KG,0000161851,5.11,USD,1000.0,1000.0,0.0,22.08,22080.0,22080.0,22080.0,0.0,LUBRIZOL,Polímeros em Pó,CARBOPOL ETD 2020,#4169E1,2023-12-03,8116/23 - OUTUBRO/23 ; DANFE: 14025 ;ROMANEIO DE RECEBIMENTO Nr. 686599
2752,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,102083.0,102156,1,102083 / 1,8116,14028,0,2023-10-04,2023-10-04 00:00:00,2023-10-04,2023-10-04,,1101,001.0099,PEMULEN TR 1 - 20KG,0102633184,5.11,USD,600.0,600.0,0.0,31.94,19164.0,19164.0,19164.0,0.0,LUBRIZOL,Polímeros em Pó,PEMULEN TR 1,#4169E1,2023-12-03,8116/23 - OUTUBRO/23 ; DANFE: 14028 ;ROMANEIO DE RECEBIMENTO Nr. 686598
2753,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,102102.0,102158,1,102102 / 1,8116,14026,0,2023-10-04,2023-10-04 00:00:00,2023-10-04,2023-10-04,,81,001.0026,"SULFOCHEM TLS - 204,10KG",0000150331,5.11,USD,408.2,408.2,0.0,2.58,1053.156,1053.156,1053.156,0.0,LUBRIZOL,Surfactantes,SULFOCHEM TLS,#4169E1,2023-12-03,8116/23 - OUTUBRO/23 ; DANFE: 14026 ROMANEIO DE RECEBIMENTO Nr. 686608
2754,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,102104.0,102161,1,102104 / 1,8133,14034,0,2023-10-04,2023-10-04 00:00:00,2023-10-04,2023-10-04,,7214,001.0382,"CARBOPOL AQUA SF-1 (P) - 217,70KG",0102639218,5.11,USD,8708.0,8708.0,0.0,2.52,21944.16,21944.16,21944.16,0.0,LUBRIZOL,Polímeros Líquidos,CARBOPOL AQUA SF-1 NAC (P),#4169E1,2023-12-03,8133/23 - NOVEMBRO/23 ; DANFE: 14034 ROMANEIO DE RECEBIMENTO Nr. 686593
2755,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,102090.0,102166,1,102090 / 1,8116,14031,0,2023-10-04,2023-10-04 00:00:00,2023-10-04,2023-10-04,,3527,001.0176,CARBOPOL CLEAR - 20KG,0000172276,5.11,USD,540.0,540.0,0.0,11.0,5940.0,5940.0,5940.0,0.0,LUBRIZOL,Polímeros em Pó,CARBOPOL CLEAR,#4169E1,2023-12-03,8116/23 - OUTUBRO/23 ; DANFE: 14031 ;ROMANEIO DE RECEBIMENTO Nr. 686595
2756,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,102090.0,102166,3,102090 / 1,8116,14031,0,2023-10-04,2023-10-04 00:00:00,2023-10-04,2023-10-04,,3527,001.0176,CARBOPOL CLEAR - 20KG,0000172987,5.11,USD,1740.0,1740.0,0.0,11.0,19140.0,19140.0,19140.0,0.0,LUBRIZOL,Polímeros em Pó,CARBOPOL CLEAR,#4169E1,2023-12-03,8116/23 - OUTUBRO/23 ; DANFE: 14031 ;ROMANEIO DE RECEBIMENTO Nr. 686595
2757,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,102049.0,102167,1,102049 / 1,8116,14029,0,2023-10-04,2023-10-04 00:00:00,2023-10-04,2023-10-04,,654,001.0100,PEMULEN TR 2 - 20KG,0000145706,5.11,USD,300.0,300.0,0.0,33.22,9966.0,9966.0,9966.0,0.0,LUBRIZOL,Polímeros em Pó,PEMULEN TR 2,#4169E1,2023-12-03,8116/23 - OUTUBRO/23 ; DANFE: 14029 ;ROMANEIO DE RECEBIMENTO Nr. 686597
2758,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,102082.0,102168,1,102082 / 1,8116,14024,0,2023-10-04,2023-10-04 00:00:00,2023-10-04,2023-10-04,,69,001.0001,CARBOPOL 940-22KG,0000144902,5.11,USD,154.0,154.0,0.0,6.94,1068.76,1068.76,1068.76,0.0,LUBRIZOL,Polímeros em Pó,CARBOPOL  940,#4169E1,2023-12-03,8116/23 - OUTUBRO/23 ; DANFE: 14024 ;ROMANEIO DE RECEBIMENTO Nr. 686606
2759,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,102100.0,102170,1,102100 / 1,8116,14032,0,2023-10-04,2023-10-04 00:00:00,2023-10-04,2023-10-04,,76,001.0014,CARBOPOL 676 - 22KG,0000162692,5.11,USD,1474.0,1474.0,0.0,7.22,10642.28,10642.28,10642.28,0.0,LUBRIZOL,Polímeros em Pó,CARBOPOL 676,#4169E1,2023-12-03,8116/23 - OUTUBRO/23 ; DANFE: 14032 ;ROMANEIO DE RECEBIMENTO Nr. 686607
2760,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,102100.0,102170,3,102100 / 1,8116,14032,0,2023-10-04,2023-10-04 00:00:00,2023-10-04,2023-10-04,,76,001.0014,CARBOPOL 676 - 22KG,0000162698,5.11,USD,2244.0,2244.0,0.0,7.22,16201.68,16201.68,16201.68,0.0,LUBRIZOL,Polímeros em Pó,CARBOPOL 676,#4169E1,2023-12-03,8116/23 - OUTUBRO/23 ; DANFE: 14032 ;ROMANEIO DE RECEBIMENTO Nr. 686607
2761,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,102045.0,102274,1,102045 / 2,8116,60479,0,2023-10-04,2023-10-04 00:00:00,2023-10-04,2023-10-04,,827,001.0137,CARBOPOL EZ-4 - 20KG,0000169013,5.11,USD,260.0,260.0,0.0,17.34,4508.4,4508.4,4508.4,0.0,LUBRIZOL,Polímeros em Pó,CARBOPOL EZ 4,#4169E1,2023-12-03,8116/23 - OUTUBRO/23 ; DANFE: 60479ROMANEIO DE RECEBIMENTO Nr. 686510
2762,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,102045.0,102274,5,102045 / 2,8116,60479,0,2023-10-04,2023-10-04 00:00:00,2023-10-04,2023-10-04,,827,001.0137,CARBOPOL EZ-4 - 20KG,0000169023,5.11,USD,200.0,200.0,0.0,17.34,3468.0,3468.0,3468.0,0.0,LUBRIZOL,Polímeros em Pó,CARBOPOL EZ 4,#4169E1,2023-12-03,8116/23 - OUTUBRO/23 ; DANFE: 60479ROMANEIO DE RECEBIMENTO Nr. 686510
